    
 E (eV)=   292.000000000000     
       0      4.61042938E-01      0.00000000E+00
       1      2.47267738E-01      2.47372028E-01
       2      1.50218852E-01      1.50265431E-01
       3      9.51861533E-02      9.52124205E-02
       4      6.15052876E-02      6.15213201E-02
       5      4.01627309E-02      4.01728772E-02
       6      2.63874508E-02      2.63939960E-02
       7      1.74014127E-02      1.74056815E-02
       8      1.15016083E-02      1.15044109E-02
       9      7.61249141E-03      7.61433891E-03
      10      5.04236384E-03      5.04358478E-03
      11      3.34126978E-03      3.34207789E-03
      12      2.21434596E-03      2.21488129E-03
      13      1.46743757E-03      1.46779236E-03
      14      9.72305763E-04      9.72540931E-04
      15      6.44082207E-04      6.44238083E-04
      16      4.26533476E-04      4.26636778E-04
      17      2.82374094E-04      2.82442538E-04
      18      1.86873990E-04      1.86919325E-04
      19      1.23629352E-04      1.23659371E-04
      20      8.17602722E-05      8.17801422E-05
      21      5.40520642E-05      5.40652119E-05
      22      3.57218544E-05      3.57305509E-05
      23      2.35999386E-05      2.36056889E-05
      24      1.55864383E-05      1.55902392E-05
      25      1.02907335E-05      1.02932449E-05
      26      6.79225019E-06      6.79390910E-06
      27      4.48181020E-06      4.48290563E-06
      28      2.95644764E-06      2.95717076E-06
      29      1.94970232E-06      1.95017952E-06
      30      1.28544106E-06      1.28575589E-06
      31      8.47277998E-07      8.47485643E-07
      32      5.58333455E-07      5.58470378E-07
      33      3.67840303E-07      3.67930562E-07
      34      2.42284986E-07      2.42344466E-07
      35      1.59550732E-07      1.59589924E-07
      36      1.05046100E-07      1.05071919E-07
      37      6.91469011E-08      6.91639017E-08
      38      4.55071865E-08      4.55183824E-08
      39      2.99437390E-08      2.99511120E-08
      40      1.96994058E-08      1.97042512E-08
      41      1.29575430E-08      1.29607344E-08
      42      8.52149960E-09      8.52360348E-09
      43      5.60324818E-09      5.60463077E-09
      44      3.68380223E-09      3.68470837E-09
      45      2.42146008E-09      2.42205406E-09
      46      1.59141691E-09      1.59181022E-09
      47      1.04577272E-09      1.04603456E-09
      48      6.87130324E-10      6.87299834E-10
      49      4.51418775E-10      4.51529690E-10

  TOTAL ELASTIC CROSS SECTION = 1.020649E-17 cm**2
               FROM DCS TABLE = 1.020618E-17  (REL. DIF. = 3.05E-05)

  1ST TRANSPORT CROSS SECTION = 1.342765E-18 cm**2
               FROM DCS TABLE = 1.342746E-18  (REL. DIF. = 1.46E-05)

  2ND TRANSPORT CROSS SECTION = 2.870205E-18 cm**2
