    
 E (eV)=   244.000000000000     
       0     -6.73731029E-01      0.00000000E+00
       1      1.32599912E+00      1.32717083E+00
       2      7.58672485E-01      7.58974808E-01
       3      4.60021950E-01      4.60158751E-01
       4      2.83275419E-01      2.83350383E-01
       5      1.75536578E-01      1.75580364E-01
       6      1.09383560E-01      1.09409861E-01
       7      6.85449721E-02      6.85610361E-02
       8      4.31842853E-02      4.31942130E-02
       9      2.73409992E-02      2.73471898E-02
      10      1.73876252E-02      1.73915132E-02
      11      1.11023992E-02      1.11048555E-02
      12      7.11507333E-03      7.11663294E-03
      13      4.57492136E-03      4.57591593E-03
      14      2.95054252E-03      2.95117922E-03
      15      1.90817904E-03      1.90858805E-03
      16      1.23717211E-03      1.23743568E-03
      17      8.03965404E-04      8.04135732E-04
      18      5.23539906E-04      5.23650265E-04
      19      3.41571888E-04      3.41643560E-04
      20      2.23230972E-04      2.23277620E-04
      21      1.46114093E-04      1.46144513E-04
      22      9.57691341E-05      9.57890061E-05
      23      6.28478400E-05      6.28608421E-05
      24      4.12883033E-05      4.12968226E-05
      25      2.71506995E-05      2.71562886E-05
      26      1.78690908E-05      1.78727617E-05
      27      1.17691740E-05      1.17715874E-05
      28      7.75658491E-06      7.75817298E-06
      29      5.11492319E-06      5.11596897E-06
      30      3.37456960E-06      3.37525874E-06
      31      2.22729918E-06      2.22775358E-06
      32      1.47059482E-06      1.47089457E-06
      33      9.71265751E-07      9.71463585E-07
      34      6.41641800E-07      6.41772417E-07
      35      4.23973006E-07      4.24059263E-07
      36      2.80193564E-07      2.80250546E-07
      37      1.85198706E-07      1.85236357E-07
      38      1.22423586E-07      1.22448470E-07
      39      8.09334646E-08      8.09499140E-08
      40      5.35077596E-08      5.35186320E-08
      41      3.53771919E-08      3.53843788E-08
      42      2.33905479E-08      2.33952998E-08
      43      1.54653972E-08      1.54685391E-08
      44      1.02253213E-08      1.02274014E-08
      45      6.76061641E-09      6.76198854E-09
      46      4.46979403E-09      4.47069981E-09
      47      2.95507273E-09      2.95567653E-09
      48      1.95352768E-09      1.95392671E-09
      49      1.29138079E-09      1.29164427E-09
      50      8.53653024E-10      8.53824627E-10
      51      5.64228999E-10      5.64343401E-10

  TOTAL ELASTIC CROSS SECTION = 1.624748E-16 cm**2
               FROM DCS TABLE = 1.624712E-16  (REL. DIF. = 2.21E-05)

  1ST TRANSPORT CROSS SECTION = 3.713918E-17 cm**2
               FROM DCS TABLE = 3.713914E-17  (REL. DIF. = 1.04E-06)

  2ND TRANSPORT CROSS SECTION = 5.981258E-17 cm**2
