

  **** PARTIAL WAVE ANALYSIS (DPWA0) ******************************************


  KINETIC ENERGY = 2.62000E+02 eV

      L       PHASE(SPIN UP)     PHASE(SPIN DOWN)
  -----------------------------------------------
       0     -2.48908128E-01      0.00000000E+00
       1      1.56268488E+00      1.56476046E+00
       2      8.04526319E-01      8.04996818E-01
       3      4.21070675E-01      4.21250806E-01
       4      2.24375024E-01      2.24458176E-01
       5      1.21997734E-01      1.22039418E-01
       6      6.75499978E-02      6.75719046E-02
       7      3.79693534E-02      3.79812268E-02
       8      2.16049321E-02      2.16115080E-02
       9      1.24169387E-02      1.24206392E-02
      10      7.19557673E-03      7.19768511E-03
      11      4.19871293E-03      4.19992608E-03
      12      2.46430416E-03      2.46500787E-03
      13      1.45349897E-03      1.45390992E-03
      14      8.60909962E-04      8.61151315E-04
      15      5.11746518E-04      5.11888948E-04
      16      3.05125942E-04      3.05210340E-04
      17      1.82405316E-04      1.82455502E-04
      18      1.09286283E-04      1.09316214E-04
      19      6.56029803E-05      6.56208776E-05
      20      3.94449908E-05      3.94557158E-05
      21      2.37502827E-05      2.37567218E-05
      22      1.43175157E-05      1.43213878E-05
      23      8.64001884E-06      8.64235051E-06
      24      5.21851537E-06      5.21992111E-06
      25      3.15435766E-06      3.15520602E-06
      26      1.90792349E-06      1.90843592E-06
      27      1.15467047E-06      1.15498022E-06
      28      6.99147826E-07      6.99335191E-07
      29      4.23511738E-07      4.23625135E-07
      30      2.56639153E-07      2.56707817E-07
      31      1.55568152E-07      1.55609743E-07
      32      9.43280324E-08      9.43532341E-08
      33      5.72094613E-08      5.72247375E-08
      34      3.47046734E-08      3.47139358E-08
      35      2.10566805E-08      2.10622960E-08
      36      1.27780539E-08      1.27814629E-08
      37      7.75535409E-09      7.75742354E-09
      38      4.70749966E-09      4.70875407E-09
      39      2.85777774E-09      2.85853945E-09
      40      1.73506251E-09      1.73552430E-09
      41      1.05350719E-09      1.05378831E-09
      42      6.39687639E-10      6.39863427E-10
      43      3.88422290E-10      3.88524136E-10


  *** SCATTERING AMPLITUDES AND DIFFERENTIAL CROSS SECTION ***

    ANGLE      DCS       ASYMMETRY    DIRECT AMPLITUDE       SPIN-FLIP AMPLITUDE     ERROR
    (deg)   (cm**2/sr)                      (cm)                    (cm)
  -------------------------------------------------------------------------------------------
  0.000E+00 2.46980E-16  0.000E+00  1.283E-08  9.078E-09  0.000E+00  0.000E+00  1.00E-07
  1.000E-04 2.46980E-16  3.936E-10  1.283E-08  9.078E-09  3.158E-18  6.024E-18  1.00E-07
  1.250E-04 2.46980E-16  4.920E-10  1.283E-08  9.078E-09  3.948E-18  7.530E-18  1.00E-07
  1.500E-04 2.46980E-16  5.904E-10  1.283E-08  9.078E-09  4.737E-18  9.036E-18  1.00E-07
  1.750E-04 2.46980E-16  6.888E-10  1.283E-08  9.078E-09  5.527E-18  1.054E-17  1.00E-07
  2.000E-04 2.46980E-16  7.872E-10  1.283E-08  9.078E-09  6.316E-18  1.205E-17  1.00E-07
  2.250E-04 2.46980E-16  8.856E-10  1.283E-08  9.078E-09  7.106E-18  1.355E-17  1.00E-07
  2.500E-04 2.46980E-16  9.840E-10  1.283E-08  9.078E-09  7.895E-18  1.506E-17  1.00E-07
  2.750E-04 2.46980E-16  1.082E-09  1.283E-08  9.078E-09  8.685E-18  1.657E-17  1.00E-07
  3.000E-04 2.46980E-16  1.181E-09  1.283E-08  9.078E-09  9.474E-18  1.807E-17  1.00E-07
  3.250E-04 2.46980E-16  1.279E-09  1.283E-08  9.078E-09  1.026E-17  1.958E-17  1.00E-07
  3.500E-04 2.46980E-16  1.378E-09  1.283E-08  9.078E-09  1.105E-17  2.108E-17  1.00E-07
  3.750E-04 2.46980E-16  1.476E-09  1.283E-08  9.078E-09  1.184E-17  2.259E-17  1.00E-07
  4.000E-04 2.46980E-16  1.574E-09  1.283E-08  9.078E-09  1.263E-17  2.410E-17  1.00E-07
  4.250E-04 2.46980E-16  1.673E-09  1.283E-08  9.078E-09  1.342E-17  2.560E-17  1.00E-07
  4.500E-04 2.46980E-16  1.771E-09  1.283E-08  9.078E-09  1.421E-17  2.711E-17  1.00E-07
  4.750E-04 2.46980E-16  1.870E-09  1.283E-08  9.078E-09  1.500E-17  2.861E-17  1.00E-07
  5.000E-04 2.46980E-16  1.968E-09  1.283E-08  9.078E-09  1.579E-17  3.012E-17  1.00E-07
  5.250E-04 2.46980E-16  2.066E-09  1.283E-08  9.078E-09  1.658E-17  3.163E-17  1.00E-07
  5.500E-04 2.46980E-16  2.165E-09  1.283E-08  9.078E-09  1.737E-17  3.313E-17  1.00E-07
