    
 E (eV)=   270.000000000000     
       0      4.72021739E-01      0.00000000E+00
       1      2.49849825E-01      2.49950289E-01
       2      1.49654300E-01      1.49698633E-01
       3      9.34451280E-02      9.34698137E-02
       4      5.94792381E-02      5.94941031E-02
       5      3.82510051E-02      3.82602806E-02
       6      2.47459210E-02      2.47518178E-02
       7      1.60660984E-02      1.60698874E-02
       8      1.04531263E-02      1.04555763E-02
       9      6.80965278E-03      6.81124314E-03
      10      4.43912719E-03      4.44016190E-03
      11      2.89467791E-03      2.89535203E-03
      12      1.88766246E-03      1.88810198E-03
      13      1.23082946E-03      1.23111612E-03
      14      8.02367995E-04      8.02554961E-04
      15      5.22902901E-04      5.23024835E-04
      16      3.40660192E-04      3.40739695E-04
      17      2.21852186E-04      2.21904007E-04
      18      1.44425078E-04      1.44458845E-04
      19      9.39845426E-05      9.40065369E-05
      20      6.11372743E-05      6.11515949E-05
      21      3.97552180E-05      3.97645386E-05
      22      2.58418953E-05      2.58479593E-05
      23      1.67919517E-05      1.67958954E-05
      24      1.09076056E-05      1.09101695E-05
      25      7.08295013E-06      7.08461635E-06
      26      4.59791118E-06      4.59899365E-06
      27      2.98382755E-06      2.98453054E-06
      28      1.93579180E-06      1.93624821E-06
      29      1.25551013E-06      1.25580635E-06
      30      8.14072681E-07      8.14264873E-07
      31      5.27706113E-07      5.27830779E-07
      32      3.41988344E-07      3.42069183E-07
      33      2.21577135E-07      2.21629542E-07
      34      1.43528189E-07      1.43562158E-07
      35      9.29505065E-08      9.29725207E-08
      36      6.01827271E-08      6.01969867E-08
      37      3.89584167E-08      3.89676503E-08
      38      2.52141207E-08      2.52201058E-08
      39      1.63155323E-08      1.63193969E-08
      40      1.05554222E-08      1.05579272E-08
      41      6.82768743E-09      6.82930301E-09
      42      4.41566084E-09      4.41671019E-09
      43      2.85519764E-09      2.85587314E-09
      44      1.84586635E-09      1.84630624E-09
      45      1.19318390E-09      1.19346608E-09
      46      7.71174003E-10      7.71352582E-10
      47      4.98325724E-10      4.98444311E-10

  TOTAL ELASTIC CROSS SECTION = 1.109009E-17 cm**2
               FROM DCS TABLE = 1.108976E-17  (REL. DIF. = 2.99E-05)

  1ST TRANSPORT CROSS SECTION = 1.542199E-18 cm**2
               FROM DCS TABLE = 1.542176E-18  (REL. DIF. = 1.45E-05)

  2ND TRANSPORT CROSS SECTION = 3.271447E-18 cm**2
