    
 E (eV)=   256.000000000000     
       0      4.79608446E-01      0.00000000E+00
       1      2.51545214E-01      2.51643152E-01
       2      1.49178290E-01      1.49221141E-01
       3      9.21899950E-02      9.22136419E-02
       4      5.80631284E-02      5.80772326E-02
       5      3.69415320E-02      3.69502453E-02
       6      2.36405545E-02      2.36460373E-02
       7      1.51809949E-02      1.51844810E-02
       8      9.76858012E-03      9.77081033E-03
       9      6.29317765E-03      6.29460967E-03
      10      4.05668092E-03      4.05760244E-03
      11      2.61561591E-03      2.61620965E-03
      12      1.68645279E-03      1.68683560E-03
      13      1.08718292E-03      1.08742979E-03
      14      7.00671973E-04      7.00831175E-04
      15      4.51421817E-04      4.51524467E-04
      16      2.90729599E-04      2.90795768E-04
      17      1.87165485E-04      1.87208123E-04
      18      1.20444844E-04      1.20472309E-04
      19      7.74776162E-05      7.74953002E-05
      20      4.98186421E-05      4.98300238E-05
      21      3.20212794E-05      3.20286019E-05
      22      2.05741154E-05      2.05788244E-05
      23      1.32143098E-05      1.32173370E-05
      24      8.48426212E-06      8.48620733E-06
      25      5.44547185E-06      5.44672136E-06
      26      3.49393157E-06      3.49473392E-06
      27      2.24107412E-06      2.24158915E-06
      28      1.43703164E-06      1.43736212E-06
      29      9.21191559E-07      9.21403560E-07
      30      5.90353414E-07      5.90489365E-07
      31      3.78231246E-07      3.78318402E-07
      32      2.42264992E-07      2.42320852E-07
      33      1.55137285E-07      1.55173080E-07
      34      9.93202980E-08      9.93432257E-08
      35      6.35711215E-08      6.35858027E-08
      36      4.06804877E-08      4.06898871E-08
      37      2.60267633E-08      2.60327785E-08
      38      1.66480643E-08      1.66519128E-08
      39      1.06468588E-08      1.06493198E-08
      40      6.80767058E-09      6.80924858E-09
      41      4.35203418E-09      4.35304547E-09
      42      2.78163960E-09      2.78228230E-09
      43      1.77763743E-09      1.77805110E-09
      44      1.13583122E-09      1.13609603E-09
      45      7.25630811E-10      7.25802414E-10
      46      4.63462385E-10      4.63570509E-10

  TOTAL ELASTIC CROSS SECTION = 1.173614E-17 cm**2
               FROM DCS TABLE = 1.173579E-17  (REL. DIF. = 2.96E-05)

  1ST TRANSPORT CROSS SECTION = 1.694276E-18 cm**2
               FROM DCS TABLE = 1.694252E-18  (REL. DIF. = 1.44E-05)

  2ND TRANSPORT CROSS SECTION = 3.574925E-18 cm**2
