    
 E (eV)=   248.000000000000     
       0      4.84180921E-01      0.00000000E+00
       1      2.52532198E-01      2.52628659E-01
       2      1.48858483E-01      1.48900467E-01
       3      9.14144874E-02      9.14375287E-02
       4      5.72048591E-02      5.72185220E-02
       5      3.61581480E-02      3.61665374E-02
       6      2.29865973E-02      2.29918433E-02
       7      1.46627400E-02      1.46660542E-02
       8      9.37173055E-03      9.37383701E-03
       9      5.99667034E-03      5.99801398E-03
      10      3.83922668E-03      3.84008555E-03
      11      2.45845803E-03      2.45900768E-03
      12      1.57421576E-03      1.57456772E-03
      13      1.00781577E-03      1.00804119E-03
      14      6.45016231E-04      6.45160605E-04
      15      4.12673135E-04      4.12765581E-04
      16      2.63920008E-04      2.63979185E-04
      17      1.68717833E-04      1.68755700E-04
      18      1.07812538E-04      1.07836759E-04
      19      6.88648479E-05      6.88803342E-05
      20      4.39692079E-05      4.39791052E-05
      21      2.80625119E-05      2.80688346E-05
      22      1.79034329E-05      1.79074704E-05
      23      1.14178281E-05      1.14204053E-05
      24      7.27903664E-06      7.28068098E-06
      25      4.63888291E-06      4.63993169E-06
      26      2.95534290E-06      2.95601158E-06
      27      1.88218808E-06      1.88261426E-06
      28      1.19835202E-06      1.19862357E-06
      29      7.62741650E-07      7.62914602E-07
      30      4.85341343E-07      4.85451466E-07
      31      3.08744158E-07      3.08814255E-07
      32      1.96352616E-07      1.96397227E-07
      33      1.24843384E-07      1.24871761E-07
      34      7.93577288E-08      7.93757759E-08
      35      5.04327096E-08      5.04441825E-08
      36      3.20434033E-08      3.20506965E-08
      37      2.03549646E-08      2.03596035E-08
      38      1.29274190E-08      1.29303614E-08
      39      8.20859143E-09      8.21045763E-09
      40      5.21122614E-09      5.21241620E-09
      41      3.30773189E-09      3.30849357E-09
      42      2.09910624E-09      2.09958693E-09
      43      1.33189479E-09      1.33219668E-09
      44      8.44961256E-10      8.45155879E-10
      45      5.35922156E-10      5.36047719E-10

  TOTAL ELASTIC CROSS SECTION = 1.214003E-17 cm**2
               FROM DCS TABLE = 1.213967E-17  (REL. DIF. = 2.94E-05)

  1ST TRANSPORT CROSS SECTION = 1.791947E-18 cm**2
               FROM DCS TABLE = 1.791922E-18  (REL. DIF. = 1.44E-05)

  2ND TRANSPORT CROSS SECTION = 3.768782E-18 cm**2
