    
 E (eV)=   282.000000000000     
       0      4.65900412E-01      0.00000000E+00
       1      2.48429014E-01      2.48531585E-01
       2      1.49987508E-01      1.50033078E-01
       3      9.44273074E-02      9.44528631E-02
       4      6.06127643E-02      6.06282703E-02
       5      3.93148696E-02      3.93246219E-02
       6      2.56553236E-02      2.56615745E-02
       7      1.68027921E-02      1.68068423E-02
       8      1.10292703E-02      1.10319117E-02
       9      7.24909344E-03      7.25082288E-03
      10      4.76803856E-03      4.76917366E-03
      11      3.13724311E-03      3.13798920E-03
      12      2.06441796E-03      2.06490875E-03
      13      1.35835626E-03      1.35867924E-03
      14      8.93607680E-04      8.93820255E-04
      15      5.87712458E-04      5.87852357E-04
      16      3.86408946E-04      3.86500998E-04
      17      2.53969395E-04      2.54029949E-04
      18      1.66863322E-04      1.66903143E-04
      19      1.09593037E-04      1.09619214E-04
      20      7.19527852E-05      7.19699871E-05
      21      4.72233357E-05      4.72346355E-05
      22      3.09822663E-05      3.09896864E-05
      23      2.03198755E-05      2.03247461E-05
      24      1.33224654E-05      1.33256614E-05
      25      8.73189476E-06      8.73399118E-06
      26      5.72133653E-06      5.72271121E-06
      27      3.74762726E-06      3.74852838E-06
      28      2.45408677E-06      2.45467728E-06
      29      1.60658139E-06      1.60696824E-06
      30      1.05147590E-06      1.05172925E-06
      31      6.87993038E-07      6.88158914E-07
      32      4.50050403E-07      4.50158978E-07
      33      2.94330020E-07      2.94401069E-07
      34      1.92445654E-07      1.92492132E-07
      35      1.25801474E-07      1.25831874E-07
      36      8.22186936E-08      8.22385732E-08
      37      5.37237381E-08      5.37367379E-08
      38      3.50974431E-08      3.51059399E-08
      39      2.29246322E-08      2.29301821E-08
      40      1.49709158E-08      1.49745453E-08
      41      9.77496071E-09      9.77732897E-09
      42      6.38128421E-09      6.38283143E-09
      43      4.16515137E-09      4.16615843E-09
      44      2.71816202E-09      2.71882520E-09
      45      1.77355382E-09      1.77398419E-09
      46      1.15706279E-09      1.15734466E-09
      47      7.54768465E-10      7.54950531E-10
      48      4.92268691E-10      4.92388674E-10

  TOTAL ELASTIC CROSS SECTION = 1.059011E-17 cm**2
               FROM DCS TABLE = 1.058979E-17  (REL. DIF. = 3.02E-05)

  1ST TRANSPORT CROSS SECTION = 1.428110E-18 cm**2
               FROM DCS TABLE = 1.428090E-18  (REL. DIF. = 1.45E-05)

  2ND TRANSPORT CROSS SECTION = 3.042387E-18 cm**2
