    
 E (eV)=   262.000000000000     
       0      4.76294928E-01      0.00000000E+00
       1      2.50813641E-01      2.50912670E-01
       2      1.49394659E-01      1.49438150E-01
       3      9.27431580E-02      9.27672534E-02
       4      5.86829701E-02      5.86974021E-02
       5      3.75120693E-02      3.75210243E-02
       6      2.41202745E-02      2.41259348E-02
       7      1.55637224E-02      1.55673380E-02
       8      1.00635448E-02      1.00658687E-02
       9      6.51495526E-03      6.51645460E-03
      10      4.22034545E-03      4.22131495E-03
      11      2.73463252E-03      2.73526023E-03
      12      1.77197536E-03      1.77238205E-03
      13      1.14803167E-03      1.14829524E-03
      14      7.43604157E-04      7.43774977E-04
      15      4.81495711E-04      4.81606404E-04
      16      3.11664996E-04      3.11736707E-04
      17      2.01659525E-04      2.01705968E-04
      18      1.30430756E-04      1.30460823E-04
      19      8.43278307E-05      8.43472884E-05
      20      5.44995621E-05      5.45121491E-05
      21      3.52086531E-05      3.52167922E-05
      22      2.27375837E-05      2.27428446E-05
      23      1.46785290E-05      1.46819282E-05
      24      9.47260169E-06      9.47479716E-06
      25      6.11096629E-06      6.11238377E-06
      26      3.94103012E-06      3.94194498E-06
      27      2.54082189E-06      2.54141215E-06
      28      1.63760250E-06      1.63798321E-06
      29      1.05515829E-06      1.05540376E-06
      30      6.79683183E-07      6.79841411E-07
      31      4.37703311E-07      4.37805271E-07
      32      2.81800652E-07      2.81866333E-07
      33      1.81383382E-07      1.81425683E-07
      34      1.16721353E-07      1.16748591E-07
      35      7.50937957E-08      7.51113257E-08
      36      4.83017086E-08      4.83129933E-08
      37      3.10620323E-08      3.10692919E-08
      38      1.99713926E-08      1.99760614E-08
      39      1.28380814E-08      1.28410803E-08
      40      8.25108028E-09      8.25301325E-09
      41      5.30204645E-09      5.30329278E-09
      42      3.40637509E-09      3.40717511E-09
      43      2.18807255E-09      2.18858584E-09
      44      1.40530925E-09      1.40563823E-09
      45      9.02428075E-10      9.02643625E-10
      46      5.79398437E-10      5.79530976E-10

  TOTAL ELASTIC CROSS SECTION = 1.145032E-17 cm**2
               FROM DCS TABLE = 1.144998E-17  (REL. DIF. = 2.97E-05)

  1ST TRANSPORT CROSS SECTION = 1.626358E-18 cm**2
               FROM DCS TABLE = 1.626335E-18  (REL. DIF. = 1.45E-05)

  2ND TRANSPORT CROSS SECTION = 3.439645E-18 cm**2
