    
 E (eV)=   204.000000000000     
       0     -5.58054035E-01      0.00000000E+00
       1      1.36981045E+00      1.37094511E+00
       2      7.56584638E-01      7.56860589E-01
       3      4.39752672E-01      4.39872326E-01
       4      2.58961296E-01      2.59023969E-01
       5      1.53607088E-01      1.53642073E-01
       6      9.17809836E-02      9.18011085E-02
       7      5.52292481E-02      5.52410436E-02
       8      3.34492814E-02      3.34562870E-02
       9      2.03746533E-02      2.03788557E-02
      10      1.24735528E-02      1.24760935E-02
      11      7.67078831E-03      7.67233421E-03
      12      4.73622246E-03      4.73716817E-03
      13      2.93487241E-03      2.93545366E-03
      14      1.82455303E-03      1.82491175E-03
      15      1.13761503E-03      1.13783723E-03
      16      7.11179971E-04      7.11318061E-04
      17      4.45648918E-04      4.45734991E-04
      18      2.79851562E-04      2.79905356E-04
      19      1.76069632E-04      1.76103334E-04
      20      1.10961127E-04      1.10982287E-04
      21      7.00328974E-05      7.00462076E-05
      22      4.42588808E-05      4.42672677E-05
      23      2.80023853E-05      2.80076781E-05
      24      1.77346126E-05      1.77379571E-05
      25      1.12414567E-05      1.12435726E-05
      26      7.13092312E-06      7.13226309E-06
      27      4.52631566E-06      4.52716499E-06
      28      2.87460782E-06      2.87514656E-06
      29      1.82646142E-06      1.82680337E-06
      30      1.16093615E-06      1.16115332E-06
      31      7.38148434E-07      7.38286414E-07
      32      4.69452514E-07      4.69540213E-07
      33      2.98628064E-07      2.98683829E-07
      34      1.89994721E-07      1.90030185E-07
      35      1.20894822E-07      1.20917382E-07
      36      7.69333693E-08      7.69477249E-08
      37      4.89610642E-08      4.89702024E-08
      38      3.11605199E-08      3.11663342E-08
      39      1.98319741E-08      1.98356733E-08
      40      1.26220073E-08      1.26243623E-08
      41      8.03316122E-09      8.03466132E-09
      42      5.11243806E-09      5.11338941E-09
      43      3.25352540E-09      3.25413468E-09
      44      2.07038864E-09      2.07077658E-09
      45      1.31745304E-09      1.31769649E-09
      46      8.38273617E-10      8.38427781E-10
      47      5.33290210E-10      5.33389266E-10

  TOTAL ELASTIC CROSS SECTION = 1.835426E-16 cm**2
               FROM DCS TABLE = 1.835388E-16  (REL. DIF. = 2.09E-05)

  1ST TRANSPORT CROSS SECTION = 4.822299E-17 cm**2
               FROM DCS TABLE = 4.822298E-17  (REL. DIF. = 3.28E-07)

  2ND TRANSPORT CROSS SECTION = 7.360834E-17 cm**2
