    
 E (eV)=   232.000000000000     
       0      4.93906359E-01      0.00000000E+00
       1      2.54545105E-01      2.54638529E-01
       2      1.48098344E-01      1.48138547E-01
       3      8.97209209E-02      8.97427233E-02
       4      5.53709404E-02      5.53837062E-02
       5      3.45092776E-02      3.45170138E-02
       6      2.16279389E-02      2.16327115E-02
       7      1.35989985E-02      1.36019722E-02
       8      8.56664320E-03      8.56850682E-03
       9      5.40199075E-03      5.40316265E-03
      10      3.40799767E-03      3.40873603E-03
      11      2.15027662E-03      2.15074231E-03
      12      1.35656476E-03      1.35685861E-03
      13      8.55608439E-04      8.55793882E-04
      14      5.39459374E-04      5.39576388E-04
      15      3.39991629E-04      3.40065445E-04
      16      2.14185830E-04      2.14232377E-04
      17      1.34871625E-04      1.34900965E-04
      18      8.48900534E-05      8.49085396E-05
      19      5.34074070E-05      5.34190491E-05
      20      3.35860348E-05      3.35933633E-05
      21      2.11122173E-05      2.11168284E-05
      22      1.32657824E-05      1.32686825E-05
      23      8.33224835E-06      8.33407150E-06
      24      5.23152622E-06      5.23267190E-06
      25      3.28350739E-06      3.28422705E-06
      26      2.06014301E-06      2.06059489E-06
      27      1.29214946E-06      1.29243309E-06
      28      8.10196094E-07      8.10374070E-07
      29      5.07849739E-07      5.07961377E-07
      30      3.18239112E-07      3.18309115E-07
      31      1.99365672E-07      1.99409556E-07
      32      1.24862043E-07      1.24889542E-07
      33      7.81805172E-08      7.81977452E-08
      34      4.89395043E-08      4.89502950E-08
      35      3.06278722E-08      3.06346240E-08
      36      1.91634586E-08      1.91676845E-08
      37      1.19877238E-08      1.19903724E-08
      38      7.49737368E-09      7.49902951E-09
      39      4.68802995E-09      4.68906561E-09
      40      2.93075939E-09      2.93140956E-09
      41      1.83185282E-09      1.83225534E-09
      42      1.14480145E-09      1.14505049E-09
      43      7.15269749E-10      7.15428796E-10
      44      4.46782003E-10      4.46881059E-10

  TOTAL ELASTIC CROSS SECTION = 1.303670E-17 cm**2
               FROM DCS TABLE = 1.303632E-17  (REL. DIF. = 2.89E-05)

  1ST TRANSPORT CROSS SECTION = 2.015689E-18 cm**2
               FROM DCS TABLE = 2.015660E-18  (REL. DIF. = 1.43E-05)

  2ND TRANSPORT CROSS SECTION = 4.209984E-18 cm**2
