    
 E (eV)=   294.000000000000     
       0      4.60096371E-01      0.00000000E+00
       1      2.47037947E-01      2.47142576E-01
       2      1.50260479E-01      1.50307258E-01
       3      9.53318359E-02      9.53582439E-02
       4      6.16784131E-02      6.16945501E-02
       5      4.03282595E-02      4.03384842E-02
       6      2.65311526E-02      2.65377565E-02
       7      1.75194871E-02      1.75237998E-02
       8      1.15952106E-02      1.15980457E-02
       9      7.68483347E-03      7.68670480E-03
      10      5.09721891E-03      5.09845725E-03
      11      3.38224872E-03      3.38306945E-03
      12      2.24459189E-03      2.24513632E-03
      13      1.48953983E-03      1.48990114E-03
      14      9.88321501E-04      9.88561321E-04
      15      6.55604036E-04      6.55763215E-04
      16      4.34770584E-04      4.34876222E-04
      17      2.88230646E-04      2.88300736E-04
      18      1.91017787E-04      1.91064277E-04
      19      1.26548615E-04      1.26579442E-04
      20      8.38088825E-05      8.38293160E-05
      21      5.54846523E-05      5.54981919E-05
      22      3.67204746E-05      3.67294430E-05
      23      2.42940332E-05      2.42999717E-05
      24      1.60675909E-05      1.60715217E-05
      25      1.06234592E-05      1.06260602E-05
      26      7.02181837E-06      7.02353885E-06
      27      4.63987380E-06      4.64101150E-06
      28      3.06506825E-06      3.06582035E-06
      29      2.02421168E-06      2.02470872E-06
      30      1.33646573E-06      1.33679412E-06
      31      8.82165341E-07      8.82382233E-07
      32      5.82152046E-07      5.82295259E-07
      33      3.84079474E-07      3.84174015E-07
      34      2.53342237E-07      2.53404632E-07
      35      1.67070371E-07      1.67111543E-07
      36      1.10154014E-07      1.10181169E-07
      37      7.26128017E-08      7.26307156E-08
      38      4.78564759E-08      4.78682874E-08
      39      3.15345641E-08      3.15423456E-08
      40      2.07756511E-08      2.07807818E-08
      41      1.36850231E-08      1.36884049E-08
      42      9.01280843E-09      9.01503788E-09
      43      5.93477496E-09      5.93624196E-09
      44      3.90734662E-09      3.90831511E-09
      45      2.57209777E-09      2.57273532E-09
      46      1.69283992E-09      1.69325977E-09
      47      1.11401257E-09      1.11428734E-09
      48      7.33016722E-10      7.33199486E-10
      49      4.82255718E-10      4.82375701E-10

  TOTAL ELASTIC CROSS SECTION = 1.013307E-17 cm**2
               FROM DCS TABLE = 1.013276E-17  (REL. DIF. = 3.05E-05)

  1ST TRANSPORT CROSS SECTION = 1.326650E-18 cm**2
               FROM DCS TABLE = 1.326631E-18  (REL. DIF. = 1.46E-05)

  2ND TRANSPORT CROSS SECTION = 2.837610E-18 cm**2
