    
 E (eV)=   170.000000000000     
       0     -4.39061819E-01      0.00000000E+00
       1      1.41426798E+00      1.41536958E+00
       2      7.50443359E-01      7.50694344E-01
       3      4.15422792E-01      4.15526203E-01
       4      2.32678309E-01      2.32729720E-01
       5      1.31542532E-01      1.31569829E-01
       6      7.50766362E-02      7.50916198E-02
       7      4.32242552E-02      4.32326545E-02
       8      2.50748422E-02      2.50796201E-02
       9      1.46411181E-02      1.46438658E-02
      10      8.59713200E-03      8.59872542E-03
      11      5.07304552E-03      5.07397593E-03
      12      3.00655059E-03      3.00709699E-03
      13      1.78871533E-03      1.78903780E-03
      14      1.06783172E-03      1.06802287E-03
      15      6.39424225E-04      6.39537963E-04
      16      3.83929221E-04      3.83997130E-04
      17      2.31075035E-04      2.31115705E-04
      18      1.39370264E-04      1.39394687E-04
      19      8.42148493E-05      8.42295502E-05
      20      5.09688931E-05      5.09777607E-05
      21      3.08905825E-05      3.08959414E-05
      22      1.87442128E-05      1.87474564E-05
      23      1.13855314E-05      1.13874974E-05
      24      6.92177621E-06      6.92296928E-06
      25      4.21115135E-06      4.21187610E-06
      26      2.56360572E-06      2.56404636E-06
      27      1.56143236E-06      1.56170046E-06
      28      9.51430260E-07      9.51593480E-07
      29      5.79933454E-07      5.80032872E-07
      30      3.53587500E-07      3.53648082E-07
      31      2.15629059E-07      2.15665989E-07
      32      1.31518662E-07      1.31541179E-07
      33      8.02265686E-08      8.02403011E-08
      34      4.89421230E-08      4.89504966E-08
      35      2.98585230E-08      2.98636348E-08
      36      1.82164032E-08      1.82195256E-08
      37      1.11136378E-08      1.11155398E-08
      38      6.78011012E-09      6.78126853E-09
      39      4.13616123E-09      4.13686840E-09
      40      2.52313738E-09      2.52357131E-09
      41      1.53905964E-09      1.53932751E-09
      42      9.38660750E-10      9.38819797E-10
      43      5.72452695E-10      5.72548960E-10

  TOTAL ELASTIC CROSS SECTION = 2.072667E-16 cm**2
               FROM DCS TABLE = 2.072626E-16  (REL. DIF. = 1.99E-05)

  1ST TRANSPORT CROSS SECTION = 6.250583E-17 cm**2
               FROM DCS TABLE = 6.250585E-17  (REL. DIF. = 3.22E-07)

  2ND TRANSPORT CROSS SECTION = 8.974579E-17 cm**2
