    
 E (eV)=   290.000000000000     
       0     -7.83887613E-01      0.00000000E+00
       1      1.28365308E+00      1.28486513E+00
       2      7.57321289E-01      7.57651037E-01
       3      4.76079783E-01      4.76234324E-01
       4      3.04806021E-01      3.04893967E-01
       5      1.96365100E-01      1.96418554E-01
       6      1.27068306E-01      1.27101689E-01
       7      8.25900105E-02      8.26111767E-02
       8      5.39155527E-02      5.39291137E-02
       9      3.53431819E-02      3.53519400E-02
      10      2.32582436E-02      2.32639363E-02
      11      1.53601906E-02      1.53639107E-02
      12      1.01774850E-02      1.01799273E-02
      13      6.76386822E-03      6.76547801E-03
      14      4.50772940E-03      4.50879427E-03
      15      3.01186021E-03      3.01256690E-03
      16      2.01715631E-03      2.01762667E-03
      17      1.35391492E-03      1.35422883E-03
      18      9.10572229E-04      9.10782243E-04
      19      6.13531589E-04      6.13672413E-04
      20      4.14086501E-04      4.14181130E-04
      21      2.79906260E-04      2.79969968E-04
      22      1.89470201E-04      1.89513168E-04
      23      1.28415947E-04      1.28444972E-04
      24      8.71351357E-05      8.71547712E-05
      25      5.91853394E-05      5.91986406E-05
      26      4.02378880E-05      4.02469091E-05
      27      2.73787515E-05      2.73848764E-05
      28      1.86427575E-05      1.86469201E-05
      29      1.27024824E-05      1.27053137E-05
      30      8.65996243E-06      8.66188980E-06
      31      5.90693712E-06      5.90825003E-06
      32      4.03088462E-06      4.03177950E-06
      33      2.75172756E-06      2.75233785E-06
      34      1.87912343E-06      1.87953983E-06
      35      1.28360073E-06      1.28388494E-06
      36      8.77023967E-07      8.77218035E-07
      37      5.99354429E-07      5.99486983E-07
      38      4.09668206E-07      4.09758764E-07
      39      2.80055699E-07      2.80117582E-07
      40      1.91473515E-07      1.91515812E-07
      41      1.30922720E-07      1.30951633E-07
      42      8.95269869E-08      8.95467548E-08
      43      6.12235060E-08      6.12370187E-08
      44      4.18697517E-08      4.18789963E-08
      45      2.86347448E-08      2.86410607E-08
      46      1.95836039E-08      1.95879309E-08
      47      1.33935175E-08      1.33964738E-08
      48      9.15991975E-09      9.16194341E-09
      49      6.26438969E-09      6.26577298E-09
      50      4.28409725E-09      4.28504176E-09
      51      2.92974568E-09      2.93039368E-09
      52      2.00347738E-09      2.00392233E-09
      53      1.36995953E-09      1.37026019E-09
      54      9.36702047E-10      9.36908041E-10
      55      6.40459631E-10      6.40601044E-10

  TOTAL ELASTIC CROSS SECTION = 1.440033E-16 cm**2
               FROM DCS TABLE = 1.439999E-16  (REL. DIF. = 2.36E-05)

  1ST TRANSPORT CROSS SECTION = 2.869920E-17 cm**2
               FROM DCS TABLE = 2.869915E-17  (REL. DIF. = 1.79E-06)

  2ND TRANSPORT CROSS SECTION = 4.840247E-17 cm**2
