    
 E (eV)=   190.000000000000     
       0     -5.11779157E-01      0.00000000E+00
       1      1.38716783E+00      1.38828905E+00
       2      7.54692192E-01      7.54958194E-01
       3      4.30697525E-01      4.30810702E-01
       4      2.48859657E-01      2.48917786E-01
       5      1.44936397E-01      1.44968232E-01
       6      8.50977853E-02      8.51157727E-02
       7      5.03507011E-02      5.03610654E-02
       8      2.99974881E-02      3.00035430E-02
       9      1.79798032E-02      1.79833772E-02
      10      1.08337856E-02      1.08359124E-02
      11      6.55843563E-03      6.55970952E-03
      12      3.98676226E-03      3.98752954E-03
      13      2.43248364E-03      2.43294800E-03
      14      1.48909682E-03      1.48937904E-03
      15      9.14304775E-04      9.14476934E-04
      16      5.62884352E-04      5.62989727E-04
      17      3.47363032E-04      3.47427724E-04
      18      2.14817668E-04      2.14857491E-04
      19      1.33098469E-04      1.33123042E-04
      20      8.26030349E-05      8.26182303E-05
      21      5.13393448E-05      5.13487592E-05
      22      3.19488696E-05      3.19547121E-05
      23      1.99039239E-05      1.99075549E-05
      24      1.24117900E-05      1.24140496E-05
      25      7.74611660E-06      7.74752428E-06
      26      4.83765997E-06      4.83853778E-06
      27      3.02302729E-06      3.02357512E-06
      28      1.89000695E-06      1.89034909E-06
      29      1.18212508E-06      1.18233889E-06
      30      7.39623453E-07      7.39757123E-07
      31      4.62889825E-07      4.62973436E-07
      32      2.89761388E-07      2.89813699E-07
      33      1.81417174E-07      1.81449909E-07
      34      1.13598654E-07      1.13619151E-07
      35      7.11393363E-08      7.11521755E-08
      36      4.45527676E-08      4.45608015E-08
      37      2.79032714E-08      2.79083065E-08
      38      1.74760271E-08      1.74791829E-08
      39      1.09453677E-08      1.09473459E-08
      40      6.85501930E-09      6.85626237E-09
      41      4.29306513E-09      4.29384270E-09
      42      2.68845845E-09      2.68894657E-09
      43      1.68353832E-09      1.68384246E-09
      44      1.05417616E-09      1.05436660E-09
      45      6.59987033E-10      6.60104226E-10
      46      4.13135931E-10      4.13210571E-10

  TOTAL ELASTIC CROSS SECTION = 1.925032E-16 cm**2
               FROM DCS TABLE = 1.924993E-16  (REL. DIF. = 2.05E-05)

  1ST TRANSPORT CROSS SECTION = 5.339872E-17 cm**2
               FROM DCS TABLE = 5.339871E-17  (REL. DIF. = 6.57E-08)

  2ND TRANSPORT CROSS SECTION = 7.965163E-17 cm**2
