    
 E (eV)=   218.000000000000     
       0     -6.01090543E-01      0.00000000E+00
       1      1.35358390E+00      1.35473175E+00
       2      7.57795130E-01      7.58080629E-01
       3      4.47693938E-01      4.47819806E-01
       4      2.68180152E-01      2.68247241E-01
       5      1.61739246E-01      1.61777348E-01
       6      9.81904547E-02      9.82127344E-02
       7      6.00002718E-02      6.00135351E-02
       8      3.68859231E-02      3.68939198E-02
       9      2.27995328E-02      2.28044006E-02
      10      1.41609747E-02      1.41639604E-02
      11      8.83360568E-03      8.83544845E-03
      12      5.53183041E-03      5.53297375E-03
      13      3.47632823E-03      3.47704085E-03
      14      2.19153847E-03      2.19198443E-03
      15      1.38555633E-03      1.38583642E-03
      16      8.78269469E-04      8.78445946E-04
      17      5.58021237E-04      5.58132759E-04
      18      3.55297053E-04      3.55367715E-04
      19      2.26650172E-04      2.26695051E-04
      20      1.44829281E-04      1.44857847E-04
      21      9.26854072E-05      9.27036249E-05
      22      5.93944886E-05      5.94061269E-05
      23      3.81058859E-05      3.81133324E-05
      24      2.44729574E-05      2.44777284E-05
      25      1.57315837E-05      1.57346441E-05
      26      1.01204229E-05      1.01223881E-05
      27      6.51506714E-06      6.51633031E-06
      28      4.19654402E-06      4.19735657E-06
      29      2.70445925E-06      2.70498229E-06
      30      1.74362089E-06      1.74395778E-06
      31      1.12454698E-06      1.12476408E-06
      32      7.25490058E-07      7.25630024E-07
      33      4.68156431E-07      4.68246693E-07
      34      3.02159561E-07      3.02217796E-07
      35      1.95051972E-07      1.95089545E-07
      36      1.25926617E-07      1.25950873E-07
      37      8.13064295E-08      8.13220826E-08
      38      5.25001497E-08      5.25102580E-08
      39      3.39012220E-08      3.39077492E-08
      40      2.18917020E-08      2.18959203E-08
      41      1.41365863E-08      1.41393131E-08
      42      9.12866286E-09      9.13042075E-09
      43      5.89469655E-09      5.89583247E-09
      44      3.80622652E-09      3.80696085E-09
      45      2.45755659E-09      2.45802890E-09
      46      1.58673927E-09      1.58704077E-09
      47      1.02442883E-09      1.02462555E-09
      48      6.61339629E-10      6.61470773E-10
      49      4.26862786E-10      4.26950680E-10

  TOTAL ELASTIC CROSS SECTION = 1.754906E-16 cm**2
               FROM DCS TABLE = 1.754868E-16  (REL. DIF. = 2.13E-05)

  1ST TRANSPORT CROSS SECTION = 4.380520E-17 cm**2
               FROM DCS TABLE = 4.380518E-17  (REL. DIF. = 5.82E-07)

  2ND TRANSPORT CROSS SECTION = 6.825669E-17 cm**2
