    
 E (eV)=   176.000000000000     
       0     -4.61777534E-01      0.00000000E+00
       1      1.40582436E+00      1.40693190E+00
       2      7.51940994E-01      7.52196594E-01
       3      4.20328353E-01      4.20434761E-01
       4      2.37766328E-01      2.37819782E-01
       5      1.35690266E-01      1.35718928E-01
       6      7.81408089E-02      7.81566858E-02
       7      4.53788563E-02      4.53878340E-02
       8      2.65476166E-02      2.65527667E-02
       9      1.56300377E-02      1.56330239E-02
      10      9.25321340E-03      9.25495938E-03
      11      5.50461741E-03      5.50564517E-03
      12      3.28867345E-03      3.28928187E-03
      13      1.97227919E-03      1.97264114E-03
      14      1.18683859E-03      1.18705484E-03
      15      7.16360020E-04      7.16489718E-04
      16      4.33553768E-04      4.33631820E-04
      17      2.63023338E-04      2.63070451E-04
      18      1.59905697E-04      1.59934213E-04
      19      9.73959114E-05      9.74132117E-05
      20      5.94187042E-05      5.94292226E-05
      21      3.63010497E-05      3.63074566E-05
      22      2.22047364E-05      2.22086453E-05
      23      1.35965246E-05      1.35989128E-05
      24      8.33296446E-06      8.33442537E-06
      25      5.11094763E-06      5.11184223E-06
      26      3.13676135E-06      3.13730965E-06
      27      1.92616667E-06      1.92650298E-06
      28      1.18330978E-06      1.18351619E-06
      29      7.27210663E-07      7.27337415E-07
      30      4.47042591E-07      4.47120466E-07
      31      2.74876765E-07      2.74924630E-07
      32      1.69045954E-07      1.69075379E-07
      33      1.03975226E-07      1.03993317E-07
      34      6.39582243E-08      6.39693520E-08
      35      3.93449594E-08      3.93518047E-08
      36      2.42045585E-08      2.42087691E-08
      37      1.48905148E-08      1.48931001E-08
      38      9.16047066E-09      9.16206686E-09
      39      5.63520066E-09      5.63618143E-09
      40      3.46641410E-09      3.46701675E-09
      41      2.13223028E-09      2.13260278E-09
      42      1.31146297E-09      1.31169108E-09
      43      8.06513784E-10      8.06657484E-10
      44      4.95966529E-10      4.96052331E-10

  TOTAL ELASTIC CROSS SECTION = 2.025611E-16 cm**2
               FROM DCS TABLE = 2.025570E-16  (REL. DIF. = 2.01E-05)

  1ST TRANSPORT CROSS SECTION = 5.952631E-17 cm**2
               FROM DCS TABLE = 5.952632E-17  (REL. DIF. = 2.04E-07)

  2ND TRANSPORT CROSS SECTION = 8.651495E-17 cm**2
