 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 1.32000E+02 eV = 4.85091E+00 a.u.
 #
 # Element:  O,  Z =   8,  atomic weight = 1.59994E+01 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  8
 #
 # Electron density: Read from file z_008.den   
 #                   Number of data points =  681
 #                   Volume integral = 8.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.12378E-16 cm**2 = 7.58415E+00 a0**2
 # 1st transport cross section = 1.13855E-16 cm**2 = 4.06584E+00 a0**2
 # 2nd transport cross section = 1.10727E-16 cm**2 = 3.95415E+00 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  2.17632E-16  7.77178E+00  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  2.17632E-16  7.77178E+00  3.23475E-10  1.0E-07
  1.250E-04  1.18994E-12  2.17632E-16  7.77178E+00  4.04343E-10  1.0E-07
  1.500E-04  1.71346E-12  2.17632E-16  7.77178E+00  4.85212E-10  1.0E-07
  1.750E-04  2.33225E-12  2.17632E-16  7.77178E+00  5.66081E-10  1.0E-07
  2.000E-04  3.04617E-12  2.17632E-16  7.77178E+00  6.46949E-10  1.0E-07
  2.250E-04  3.85530E-12  2.17632E-16  7.77178E+00  7.27818E-10  1.0E-07
  2.500E-04  4.75964E-12  2.17632E-16  7.77178E+00  8.08687E-10  1.0E-07
  2.750E-04  5.75917E-12  2.17632E-16  7.77178E+00  8.89555E-10  1.0E-07
  3.000E-04  6.85391E-12  2.17632E-16  7.77178E+00  9.70424E-10  1.0E-07
  3.250E-04  8.04379E-12  2.17632E-16  7.77178E+00  1.05129E-09  1.0E-07
