 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 7.40000E+01 eV = 2.71945E+00 a.u.
 #
 #  ***  WARNING: Energy is too low.
 #                The reliability of the results is questionable.
 #
 # Element:  H,  Z =   1,  atomic weight = 1.00790E+00 g/mol
 #
 # Nuclear model: point charge
 #
 # Number of electrons =  1
 #
 # Electron density: Read from file z_001.den   
 #                   Number of data points =  751
 #                   Volume integral = 1.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 4.63920E-17 cm**2 = 1.65669E+00 a0**2
 # 1st transport cross section = 1.49003E-17 cm**2 = 5.32098E-01 a0**2
 # 2nd transport cross section = 2.66633E-17 cm**2 = 9.52165E-01 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  0.000E+00  0.00000E+00  3.88290E-17  1.38661E+00  0.00000E+00  1.0E-07
  1.000E-04  7.61557E-13  3.88290E-17  1.38661E+00 -1.57016E-11  1.0E-07
  1.250E-04  1.18994E-12  3.88290E-17  1.38661E+00 -1.96270E-11  1.0E-07
  1.500E-04  1.71346E-12  3.88290E-17  1.38661E+00 -2.35525E-11  1.0E-07
  1.750E-04  2.33225E-12  3.88290E-17  1.38661E+00 -2.74779E-11  1.0E-07
  2.000E-04  3.04617E-12  3.88290E-17  1.38661E+00 -3.14033E-11  1.0E-07
  2.250E-04  3.85530E-12  3.88290E-17  1.38661E+00 -3.53287E-11  1.0E-07
  2.500E-04  4.75964E-12  3.88290E-17  1.38661E+00 -3.92541E-11  1.0E-07
  2.750E-04  5.75917E-12  3.88290E-17  1.38661E+00 -4.31795E-11  1.0E-07
  3.000E-04  6.85391E-12  3.88290E-17  1.38661E+00 -4.71049E-11  1.0E-07
  3.250E-04  8.04379E-12  3.88290E-17  1.38661E+00 -5.10303E-11  1.0E-07
  3.500E-04  9.32893E-12  3.88290E-17  1.38661E+00 -5.49557E-11  1.0E-07
  3.750E-04  1.07092E-11  3.88290E-17  1.38661E+00 -5.88811E-11  1.0E-07
  4.000E-04  1.21847E-11  3.88290E-17  1.38661E+00 -6.28066E-11  1.0E-07
  4.250E-04  1.37554E-11  3.88290E-17  1.38661E+00 -6.67320E-11  1.0E-07
  4.500E-04  1.54213E-11  3.88290E-17  1.38661E+00 -7.06574E-11  1.0E-07
  4.750E-04  1.71823E-11  3.88290E-17  1.38661E+00 -7.45828E-11  1.0E-07
  5.000E-04  1.90386E-11  3.88290E-17  1.38661E+00 -7.85082E-11  1.0E-07
  5.250E-04  2.09900E-11  3.88290E-17  1.38661E+00 -8.24336E-11  1.0E-07
  5.500E-04  2.30367E-11  3.88290E-17  1.38661E+00 -8.63590E-11  1.0E-07
  5.750E-04  2.51785E-11  3.88290E-17  1.38661E+00 -9.02844E-11  1.0E-07
  6.000E-04  2.74156E-11  3.88290E-17  1.38661E+00 -9.42098E-11  1.0E-07
  6.250E-04  2.97478E-11  3.88290E-17  1.38661E+00 -9.81352E-11  1.0E-07
  6.500E-04  3.21752E-11  3.88290E-17  1.38661E+00 -1.02061E-10  1.0E-07
  6.750E-04  3.46979E-11  3.88290E-17  1.38661E+00 -1.05986E-10  1.0E-07
  7.000E-04  3.73157E-11  3.88290E-17  1.38661E+00 -1.09911E-10  1.0E-07
  7.250E-04  4.00286E-11  3.88290E-17  1.38661E+00 -1.13837E-10  1.0E-07
  7.500E-04  4.28368E-11  3.88290E-17  1.38661E+00 -1.17762E-10  1.0E-07
  7.750E-04  4.57402E-11  3.88290E-17  1.38661E+00 -1.21688E-10  1.0E-07
  8.000E-04  4.87388E-11  3.88290E-17  1.38661E+00 -1.25613E-10  1.0E-07
  8.250E-04  5.18325E-11  3.88290E-17  1.38661E+00 -1.29539E-10  1.0E-07
  8.500E-04  5.50215E-11  3.88290E-17  1.38661E+00 -1.33464E-10  1.0E-07
  8.750E-04  5.83057E-11  3.88290E-17  1.38661E+00 -1.37389E-10  1.0E-07
  9.000E-04  6.16850E-11  3.88290E-17  1.38661E+00 -1.41315E-10  1.0E-07
  9.250E-04  6.51595E-11  3.88290E-17  1.38661E+00 -1.45240E-10  1.0E-07
  9.500E-04  6.87293E-11  3.88290E-17  1.38661E+00 -1.49166E-10  1.0E-07
  9.750E-04  7.23943E-11  3.88290E-17  1.38661E+00 -1.53091E-10  1.0E-07
  1.000E-03  7.61544E-11  3.88290E-17  1.38661E+00 -1.57016E-10  1.0E-07
  1.250E-03  1.18991E-10  3.88290E-17  1.38661E+00 -1.96270E-10  1.0E-07
  1.500E-03  1.71347E-10  3.88290E-17  1.38661E+00 -2.35525E-10  1.0E-07
  1.750E-03  2.33223E-10  3.88290E-17  1.38661E+00 -2.74779E-10  1.0E-07
  2.000E-03  3.04617E-10  3.88290E-17  1.38661E+00 -3.14033E-10  1.0E-07
  2.250E-03  3.85531E-10  3.88290E-17  1.38661E+00 -3.53287E-10  1.0E-07
  2.500E-03  4.75965E-10  3.88290E-17  1.38661E+00 -3.92541E-10  1.0E-07
  2.750E-03  5.75917E-10  3.88290E-17  1.38661E+00 -4.31795E-10  1.0E-07
  3.000E-03  6.85389E-10  3.88290E-17  1.38661E+00 -4.71049E-10  1.0E-07
  3.250E-03  8.04380E-10  3.88290E-17  1.38661E+00 -5.10303E-10  1.0E-07
  3.500E-03  9.32891E-10  3.88290E-17  1.38661E+00 -5.49557E-10  1.0E-07
  3.750E-03  1.07092E-09  3.88290E-17  1.38661E+00 -5.88811E-10  1.0E-07
  4.000E-03  1.21847E-09  3.88290E-17  1.38661E+00 -6.28066E-10  1.0E-07
  4.250E-03  1.37554E-09  3.88290E-17  1.38661E+00 -6.67320E-10  1.0E-07
  4.500E-03  1.54213E-09  3.88290E-17  1.38661E+00 -7.06574E-10  1.0E-07
  4.750E-03  1.71823E-09  3.88290E-17  1.38661E+00 -7.45828E-10  1.0E-07
  5.000E-03  1.90386E-09  3.88290E-17  1.38661E+00 -7.85082E-10  1.0E-07
  5.250E-03  2.09900E-09  3.88290E-17  1.38661E+00 -8.24336E-10  1.0E-07
  5.500E-03  2.30367E-09  3.88290E-17  1.38661E+00 -8.63590E-10  1.0E-07
  5.750E-03  2.51785E-09  3.88290E-17  1.38661E+00 -9.02844E-10  1.0E-07
  6.000E-03  2.74156E-09  3.88290E-17  1.38661E+00 -9.42098E-10  1.0E-07
  6.250E-03  2.97478E-09  3.88290E-17  1.38661E+00 -9.81352E-10  1.0E-07
  6.500E-03  3.21752E-09  3.88290E-17  1.38661E+00 -1.02061E-09  1.0E-07
  6.750E-03  3.46978E-09  3.88290E-17  1.38661E+00 -1.05986E-09  1.0E-07
  7.000E-03  3.73156E-09  3.88290E-17  1.38661E+00 -1.09911E-09  1.0E-07
  7.250E-03  4.00286E-09  3.88290E-17  1.38661E+00 -1.13837E-09  1.0E-07
  7.500E-03  4.28368E-09  3.88290E-17  1.38661E+00 -1.17762E-09  1.0E-07
  7.750E-03  4.57402E-09  3.88290E-17  1.38661E+00 -1.21688E-09  1.0E-07
  8.000E-03  4.87388E-09  3.88290E-17  1.38661E+00 -1.25613E-09  1.0E-07
  8.250E-03  5.18326E-09  3.88290E-17  1.38661E+00 -1.29539E-09  1.0E-07
  8.500E-03  5.50215E-09  3.88290E-17  1.38661E+00 -1.33464E-09  1.0E-07
